b2c_c2c,seller_id,declared_handling_days,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,item_zip,buyer_zip,category_id,item_price,quantity,payment_datetime,delivery_date,weight,weight_units,package_size,record_number
B2C,5654,1.0,2019-09-13 13:07:00.000-05:00,0,0.0,3,5,63052,46324,1,28.95,1,2019-09-13 00:54:41.000-05:00,2019-09-17,0,1,NONE,389
B2C,79848,1.0,2019-09-23 13:44:00.000-04:00,0,0.0,3,5,17402,22660,11,37.99,1,2019-09-22 12:17:33.000-04:00,2019-09-25,8,1,PACKAGE_THICK_ENVELOPE,390
B2C,11323,2.0,2018-06-04 17:00:00.000-04:00,0,2.0,3,5,49424,55309,10,4.95,1,2018-06-03 16:24:14.000-04:00,2018-06-06,2,1,PACKAGE_THICK_ENVELOPE,391
B2C,793331,1.0,2018-03-06 12:10:00.000-05:00,1,19.97,2,5,48125,33030,1,49.95,1,2018-03-05 19:47:44.000-05:00,2018-03-08,26,1,PACKAGE_THICK_ENVELOPE,392
B2C,25478,1.0,2018-01-17 21:45:00.000-05:00,0,0.0,3,5,07950,78574,8,5.49,1,2018-01-16 23:03:45.000-05:00,2018-01-22,3,1,PACKAGE_THICK_ENVELOPE,393
B2C,810,1.0,2019-10-28 12:15:00.000-04:00,0,0.0,3,5,11385,97526,8,39.99,1,2019-10-26 19:30:17.000-04:00,2019-11-01,4,1,PACKAGE_THICK_ENVELOPE,394
B2C,8497,1.0,2019-01-11 11:57:00.000-06:00,0,0.0,3,5,78596,25419,1,14.85,1,2019-01-10 13:26:21.000-06:00,2019-01-14,6,1,PACKAGE_THICK_ENVELOPE,395
B2C,770,1.0,2018-10-15 13:07:00.000-07:00,6,0.0,2,5,91762,14526,12,12.99,1,2018-10-14 11:04:17.000-07:00,2018-10-17,32,1,PACKAGE_THICK_ENVELOPE,396
B2C,818,1.0,2018-02-26 18:29:00.000-05:00,0,0.0,3,5,16506,57656,1,25.88,1,2018-02-23 11:13:05.000-05:00,2018-02-28,2,1,LETTER,397
B2C,21,1.0,2018-02-13 11:16:15.000-08:00,0,0.0,3,5,92345,22193,6,7.48,1,2018-02-12 16:13:24.000-08:00,2018-02-16,7,1,PACKAGE_THICK_ENVELOPE,398
B2C,21,1.0,2018-02-27 11:09:56.000-08:00,0,0.0,3,5,92345,93907,6,7.48,1,2018-02-26 10:55:59.000-08:00,2018-03-02,7,1,PACKAGE_THICK_ENVELOPE,399
B2C,21,1.0,2019-05-06 09:26:34.000-07:00,0,0.0,3,5,92345,80921,6,6.99,1,2019-05-05 07:51:56.000-07:00,2019-05-10,7,1,PACKAGE_THICK_ENVELOPE,400
B2C,5726,1.0,2018-07-30 12:50:00.000-04:00,1,0.0,2,5,12863,85741,10,10.99,1,2018-07-29 23:21:02.000-04:00,2018-08-01,0,1,PACKAGE_THICK_ENVELOPE,401
B2C,12612,1.0,2018-04-30 14:04:00.000-05:00,1,14.3,2,5,54401,90404,13,1.3,4,2018-04-29 11:28:09.000-05:00,2018-05-02,5,1,PACKAGE_THICK_ENVELOPE,402
B2C,24146,1.0,2019-09-09 12:27:00.000-07:00,0,0.0,3,5,97128,11561,0,21.99,1,2019-09-08 11:30:19.000-07:00,2019-09-12,4,1,PACKAGE_THICK_ENVELOPE,403
B2C,812,1.0,2018-04-20 21:19:00.000-07:00,0,2.99,3,5,91748,33570,0,4.99,1,2018-04-20 11:01:17.000-07:00,2018-04-23,8,1,PACKAGE_THICK_ENVELOPE,404
B2C,812,1.0,2018-12-18 02:21:00.000-08:00,0,0.0,3,5,90601,33313,0,8.99,1,2018-12-15 11:44:40.000-08:00,2018-12-22,8,1,PACKAGE_THICK_ENVELOPE,405
B2C,355511,2.0,2019-02-12 16:23:00.000-06:00,1,0.0,2,5,60035,81147,2,169.85,1,2019-02-09 17:29:41.000-06:00,2019-02-15,0,1,NONE,406
B2C,26392,1.0,2019-03-12 16:57:00.000-04:00,0,0.0,3,5,48420,98607,10,7.5,1,2019-03-11 19:35:18.000-04:00,2019-03-16,16,1,PACKAGE_THICK_ENVELOPE,407
B2C,26392,1.0,2019-03-18 16:50:00.000-04:00,0,0.0,3,5,48420,32425,10,7.5,1,2019-03-17 16:01:43.000-04:00,2019-03-22,16,1,PACKAGE_THICK_ENVELOPE,408
B2C,21,0.0,2018-08-09 10:06:54.000-07:00,0,0.0,3,5,92345,78653,3,5.99,1,2018-08-08 21:55:52.000-07:00,2018-08-15,5,1,PACKAGE_THICK_ENVELOPE,409
B2C,21,0.0,2018-08-15 10:51:52.000-07:00,0,0.0,3,5,92345,89048,3,5.99,1,2018-08-14 16:05:20.000-07:00,2018-08-18,5,1,PACKAGE_THICK_ENVELOPE,410
B2C,150,1.0,2018-08-01 16:45:00.000-05:00,2,0.0,2,9,60610,19462,5,4.99,2,2018-07-31 05:13:18.000-05:00,2018-08-04,3,1,LETTER,411
B2C,23289,1.0,2019-03-12 16:47:00.000-05:00,0,0.0,3,5,36301,75604,6,172.99,1,2019-03-11 23:00:35.000-05:00,2019-03-15,8,1,PACKAGE_THICK_ENVELOPE,412
B2C,24002,1.0,2018-10-09 15:31:00.000-05:00,0,0.0,3,5,77036,11357,2,12.95,1,2018-10-08 09:41:02.000-05:00,2018-10-12,13,1,PACKAGE_THICK_ENVELOPE,413
B2C,7557,0.0,2018-05-15 15:30:00.000-05:00,0,0.0,3,5,53130,20009,0,6.95,1,2018-05-14 19:19:37.000-05:00,2018-05-21,3,1,PACKAGE_THICK_ENVELOPE,414
B2C,25478,1.0,2019-02-08 21:02:00.000-05:00,0,0.0,3,5,07950,70501,8,6.49,1,2019-02-08 13:26:00.000-05:00,2019-02-11,3,1,PACKAGE_THICK_ENVELOPE,415
B2C,87609,1.0,2018-10-11 16:36:00.000-04:00,1,0.0,2,5,28352,33145,0,26.9,1,2018-10-10 15:38:08.000-04:00,2018-10-13,0,1,PACKAGE_THICK_ENVELOPE,416
B2C,44114,1.0,2019-03-14 17:15:00.000-04:00,0,3.5,3,5,33435,83712,2,30.0,1,2019-03-14 14:10:07.000-04:00,2019-03-16,0,1,PACKAGE_THICK_ENVELOPE,417
B2C,31657,1.0,2019-06-08 08:36:00.000-04:00,0,0.85,3,5,37923,55444,17,5.99,1,2019-06-06 10:32:33.000-04:00,2019-06-11,4,1,PACKAGE_THICK_ENVELOPE,418
B2C,26445,1.0,2018-07-23 19:45:00.000-07:00,0,0.0,3,5,92843,85387,2,10.11,1,2018-07-21 12:16:21.000-07:00,2018-07-25,2,1,LETTER,419
B2C,810,1.0,2018-11-02 12:34:00.000-04:00,0,0.0,3,5,11361,60609,8,26.99,1,2018-11-02 01:07:11.000-04:00,2018-11-06,4,1,PACKAGE_THICK_ENVELOPE,420
B2C,24073,1.0,2019-05-16 17:18:00.000-07:00,0,0.0,3,5,90014,85024,0,12.04,1,2019-05-16 11:44:34.000-07:00,2019-05-18,0,1,PACKAGE_THICK_ENVELOPE,421
B2C,150,1.0,2019-10-02 09:40:00.000-05:00,2,0.0,2,9,60610,73107,5,6.82,1,2019-09-30 17:46:38.000-05:00,2019-10-04,3,1,LETTER,422
B2C,2507,0.0,2018-04-25 17:02:00.000-04:00,0,0.0,3,5,33065,11377,11,48.88,1,2018-04-25 14:23:06.000-04:00,2018-04-30,1,1,PACKAGE_THICK_ENVELOPE,423
B2C,89418,,2018-01-11 17:01:00.000-05:00,1,8.75,2,5,01420,92653,13,39.8,1,2018-01-11 14:35:34.000-05:00,2018-01-13,10,1,LARGE_PACKAGE,424
B2C,12551,2.0,2018-11-23 13:01:00.000-08:00,0,0.0,3,5,90014,60013,8,79.5,1,2018-11-20 01:06:21.000-08:00,2018-12-03,4,1,PACKAGE_THICK_ENVELOPE,425
B2C,4583,1.0,2018-12-27 14:38:00.000-08:00,0,0.0,3,5,92882,33702,1,34.87,1,2018-12-26 14:56:01.000-08:00,2018-12-29,8,1,PACKAGE_THICK_ENVELOPE,426
B2C,3972,1.0,2018-06-13 17:05:00.000-04:00,8,0.0,2,5,08701,29356,1,16.99,1,2018-06-13 08:29:01.000-04:00,2018-06-15,48,1,PACKAGE_THICK_ENVELOPE,427
B2C,112785,2.0,2018-04-10 14:11:00.000-05:00,2,0.0,2,9,60007,95205,13,13.4,1,2018-04-09 22:55:58.000-05:00,2018-04-12,0,1,PACKAGE_THICK_ENVELOPE,428
B2C,1128,1.0,2018-02-20 11:47:00.000-05:00,0,0.0,3,5,49444,78586,10,17.09,1,2018-02-19 14:33:20.000-05:00,2018-02-24,13,1,PACKAGE_THICK_ENVELOPE,429
B2C,18621,1.0,2018-04-23 16:46:00.000-04:00,0,3.49,3,5,37857,34606,1,4.99,1,2018-04-21 17:19:06.000-04:00,2018-04-25,3,1,PACKAGE_THICK_ENVELOPE,430
B2C,50185,1.0,2018-07-24 10:22:00.000-04:00,0,0.0,3,5,48182,07860,1,9.59,1,2018-07-23 17:24:40.000-04:00,2018-07-28,8,1,LARGE_ENVELOPE,431
B2C,3571,1.0,2019-07-22 18:08:00.000-07:00,0,0.0,3,5,93705,95207,12,23.91,1,2019-07-21 21:37:25.000-07:00,2019-07-25,24,1,PACKAGE_THICK_ENVELOPE,432
B2C,1213,1.0,2019-04-09 17:40:00.000-07:00,1,0.0,2,5,94080,78653,0,11.19,1,2019-04-08 07:57:01.000-07:00,2019-04-11,15,1,PACKAGE_THICK_ENVELOPE,433
B2C,15020,1.0,2018-09-24 06:11:00.000-04:00,0,0.0,3,5,33101,01904,3,10.07,1,2018-09-21 18:47:57.000-04:00,2018-09-27,0,1,PACKAGE_THICK_ENVELOPE,434
B2C,2195,1.0,2018-08-08 20:40:00.000-04:00,0,0.0,3,5,20151,39701,10,23.85,2,2018-08-07 12:18:08.000-04:00,2018-08-10,6,1,PACKAGE_THICK_ENVELOPE,435
B2C,11564,1.0,2018-05-31 12:06:00.000-07:00,0,2.0,3,5,91764,60123,11,5.31,1,2018-05-31 06:57:20.000-07:00,2018-06-04,1,1,PACKAGE_THICK_ENVELOPE,436
B2C,11172,1.0,2018-02-14 01:24:00.000-06:00,0,0.0,3,5,63074,49093,8,3.32,1,2018-02-12 11:47:39.000-06:00,2018-02-15,1,1,PACKAGE_THICK_ENVELOPE,437
B2C,14374,1.0,2019-08-06 15:59:00.000-04:00,4,0.0,2,9,11507,80104,11,10.8,1,2019-08-03 18:25:57.000-04:00,2019-08-09,0,1,PACKAGE_THICK_ENVELOPE,438
B2C,23289,1.0,2019-04-25 17:00:00.000-05:00,0,0.0,3,5,36301,30116,6,107.49,1,2019-04-24 19:04:12.000-05:00,2019-04-27,8,1,PACKAGE_THICK_ENVELOPE,439
B2C,28391,0.0,2019-09-17 09:15:00.000-04:00,0,0.0,3,5,11378,94019,1,25.0,1,2019-09-15 13:24:37.000-04:00,2019-09-19,32,1,PACKAGE_THICK_ENVELOPE,440
B2C,139949,2.0,2018-08-06 11:26:00.000-07:00,8,0.0,2,5,85382,92253,10,55.0,1,2018-08-05 13:52:44.000-07:00,2018-08-08,0,1,PACKAGE_THICK_ENVELOPE,441
B2C,139949,2.0,2018-08-09 16:29:00.000-07:00,8,0.0,2,5,85382,85016,10,55.0,1,2018-08-08 18:28:09.000-07:00,2018-08-10,0,1,PACKAGE_THICK_ENVELOPE,442
B2C,24831,1.0,2018-04-20 14:00:00.000-05:00,0,3.5,3,5,75010,93560,12,19.95,1,2018-04-19 10:24:03.000-05:00,2018-04-23,3,1,PACKAGE_THICK_ENVELOPE,443
B2C,1559,1.0,2018-09-14 16:05:00.000-07:00,0,0.0,3,5,91331,92807,1,7.98,1,2018-09-13 08:59:42.000-07:00,2018-09-15,3,1,PACKAGE_THICK_ENVELOPE,444
B2C,1740,1.0,2018-04-23 12:43:00.000-06:00,0,0.0,3,5,84341,33311,0,7.98,1,2018-04-22 07:49:55.000-06:00,2018-04-28,0,1,PACKAGE_THICK_ENVELOPE,445
B2C,15537,1.0,2018-11-28 12:00:00.000-08:00,4,0.0,2,9,91789,81004,11,77.75,1,2018-11-21 16:12:24.000-08:00,2018-12-03,0,1,PACKAGE_THICK_ENVELOPE,446
B2C,1559,1.0,2019-08-07 17:33:00.000-07:00,0,0.0,3,5,91331,60505,1,23.99,1,2019-08-06 07:03:22.000-07:00,2019-08-09,14,1,PACKAGE_THICK_ENVELOPE,447
B2C,6282,0.0,2018-11-19 17:54:00.000-08:00,0,0.0,3,5,150171590,61102,6,7.95,1,2018-11-18 11:43:27.000-08:00,2018-11-21,4,1,PACKAGE_THICK_ENVELOPE,448
B2C,1740,1.0,2019-06-14 16:41:00.000-06:00,0,8.37,3,5,84341,02048,0,3.58,3,2019-06-13 12:44:58.000-06:00,2019-06-17,0,1,PACKAGE_THICK_ENVELOPE,449
B2C,14730,0.0,2019-10-01 13:31:00.000-04:00,1,0.0,2,5,24171,42303,25,52.0,1,2019-09-30 16:42:53.000-04:00,2019-10-03,32,1,LARGE_ENVELOPE,450
B2C,1559,2.0,2019-05-10 19:11:00.000-07:00,0,0.0,3,5,91331,30064,1,17.95,1,2019-05-09 14:52:42.000-07:00,2019-05-13,5,1,PACKAGE_THICK_ENVELOPE,451
B2C,54538,5.0,2019-09-06 21:52:00.000-07:00,0,3.28,3,5,94538,33756,13,15.9,1,2019-08-29 11:27:32.000-07:00,2019-09-09,5,1,PACKAGE_THICK_ENVELOPE,452
B2C,1365,1.0,2019-08-20 20:37:00.000-05:00,0,3.45,3,5,68601,47362,6,4.75,1,2019-08-19 19:24:51.000-05:00,2019-08-22,0,1,PACKAGE_THICK_ENVELOPE,453
B2C,33260,3.0,2018-12-19 20:11:00.000-08:00,1,0.0,2,5,91766,19440,1,14.99,1,2018-12-17 16:45:21.000-08:00,2018-12-22,16,1,PACKAGE_THICK_ENVELOPE,454
B2C,7816,1.0,2019-05-28 09:18:00.000-04:00,0,0.95,3,5,19422,20152,4,12.95,1,2019-05-25 12:29:07.000-04:00,2019-05-30,0,1,PACKAGE_THICK_ENVELOPE,455
B2C,5780,1.0,2018-04-24 16:55:00.000-05:00,0,0.0,3,5,75202,85296,5,6.49,1,2018-04-24 12:34:07.000-05:00,2018-04-27,3,1,PACKAGE_THICK_ENVELOPE,456
B2C,148,1.0,2019-06-25 16:23:00.000-05:00,1,0.0,2,5,65803,15627,1,31.99,1,2019-06-25 08:07:55.000-05:00,2019-06-27,0,1,PACKAGE_THICK_ENVELOPE,457
B2C,134438,0.0,2018-04-11 16:36:00.000-04:00,0,0.0,3,5,11727,02740,5,12.81,1,2018-04-10 17:48:06.000-04:00,2018-04-13,4,1,LARGE_PACKAGE,458
B2C,21,1.0,2018-08-13 09:36:55.000-07:00,0,0.0,3,5,92345,85023,2,8.19,1,2018-08-12 20:51:17.000-07:00,2018-08-17,6,1,PACKAGE_THICK_ENVELOPE,459
B2C,61910,1.0,2018-08-11 07:59:00.000-04:00,1,10.65,2,5,04073,51458,4,76.0,1,2018-08-10 14:29:54.000-04:00,2018-08-13,32,1,PACKAGE_THICK_ENVELOPE,460
B2C,115863,1.0,2018-02-08 16:39:00.000-08:00,0,0.0,3,5,94116,58316,1,7.99,2,2018-02-07 19:04:59.000-08:00,2018-02-12,0,1,LETTER,461
C2C,622932,2.0,2018-12-17 00:25:00.000-05:00,1,0.0,2,5,46052,98407,22,19.0,1,2018-12-12 16:18:07.000-05:00,2018-12-19,32,1,PACKAGE_THICK_ENVELOPE,462
B2C,14275,1.0,2018-06-29 13:14:00.000-07:00,0,0.0,3,5,91710-8414,95624,2,7.99,1,2018-06-28 12:07:50.000-07:00,2018-07-02,0,1,PACKAGE_THICK_ENVELOPE,463
B2C,3613,0.0,2019-02-01 19:10:00.000-08:00,0,0.0,3,5,92620,04901,2,12.9,1,2019-02-01 15:19:49.000-08:00,2019-02-04,10,1,PACKAGE_THICK_ENVELOPE,464
B2C,1668,0.0,2019-05-23 20:14:00.000-04:00,2,0.0,2,9,11729,91980,12,28.75,5,2019-05-22 16:56:06.000-04:00,2019-05-28,3,1,PACKAGE_THICK_ENVELOPE,465
B2C,7482,3.0,2019-07-03 16:40:00.000-04:00,1,0.0,2,5,49548,32580,13,19.79,1,2019-06-30 18:44:34.000-04:00,2019-07-06,3,1,PACKAGE_THICK_ENVELOPE,466
B2C,1128,1.0,2019-04-11 15:39:00.000-04:00,0,0.0,3,5,49444,81082,13,18.99,1,2019-04-11 01:31:24.000-04:00,2019-04-15,13,1,PACKAGE_THICK_ENVELOPE,467
B2C,1128,1.0,2018-04-09 15:04:00.000-04:00,0,0.0,3,5,49444,64075,10,32.98,1,2018-04-06 23:20:46.000-04:00,2018-04-11,13,1,PACKAGE_THICK_ENVELOPE,468
B2C,9003,2.0,2018-11-16 23:30:00.000-06:00,0,0.0,3,5,60004,24572,25,104.95,4,2018-11-15 20:35:12.000-06:00,2018-11-20,0,1,PACKAGE_THICK_ENVELOPE,469
B2C,7482,3.0,2018-01-11 16:09:00.000-05:00,8,7.15,2,5,49548,77982,13,16.32,1,2018-01-04 18:21:43.000-05:00,2018-01-11,16,1,PACKAGE_THICK_ENVELOPE,470
B2C,16297,2.0,2019-10-22 19:02:00.000-05:00,0,0.0,3,5,60453,80250,6,5.49,1,2019-10-18 23:39:30.000-05:00,2019-10-28,0,1,PACKAGE_THICK_ENVELOPE,471
B2C,20090,3.0,2018-04-03 18:34:00.000-06:00,0,0.0,3,5,84065,33647,1,59.99,1,2018-03-31 23:10:02.000-07:00,2018-04-05,32,1,NONE,472
B2C,60293,1.0,2018-08-16 22:55:00.000-05:00,1,5.49,2,5,76048,24014,9,18.99,1,2018-08-15 21:12:49.000-05:00,2018-08-20,16,1,PACKAGE_THICK_ENVELOPE,473
B2C,15105,0.0,2018-02-24 00:35:00.000-05:00,0,3.5,3,5,45201,33805,11,1.49,1,2018-02-22 06:45:49.000-05:00,2018-03-01,11,1,PACKAGE_THICK_ENVELOPE,474
B2C,1081,3.0,2018-03-10 22:09:00.000-08:00,0,0.0,3,5,91784,95820,2,19.99,1,2018-03-10 13:51:01.000-08:00,2018-03-12,8,1,PACKAGE_THICK_ENVELOPE,475
B2C,4380,1.0,2018-12-27 18:19:00.000-05:00,0,0.0,3,5,10001,68005,2,10.5,1,2018-12-27 07:22:18.000-05:00,2018-12-29,0,1,PACKAGE_THICK_ENVELOPE,476
B2C,148,1.0,2019-03-22 15:40:00.000-05:00,1,0.0,2,5,65803,58257,1,15.95,2,2019-03-22 13:48:00.000-05:00,2019-03-25,0,1,PACKAGE_THICK_ENVELOPE,477
B2C,268455,30.0,2018-03-30 16:27:00.000-07:00,1,8.75,2,5,91601,94566,3,22.99,1,2018-03-27 13:12:54.000-07:00,2018-04-02,24,1,PACKAGE_THICK_ENVELOPE,478
B2C,4751,1.0,2018-01-24 10:23:00.000-06:00,0,0.0,3,5,64011,11414,9,26.95,1,2018-01-24 05:54:38.000-06:00,2018-01-27,6,1,PACKAGE_THICK_ENVELOPE,479
B2C,7482,3.0,2018-03-24 10:53:00.000-04:00,8,0.0,2,5,49315,47330,13,28.19,1,2018-03-21 18:53:06.000-04:00,2018-03-26,16,1,LETTER,480
B2C,33322,1.0,2018-01-29 16:32:00.000-08:00,0,0.0,3,5,93003,88005,17,11.95,1,2018-01-28 23:20:37.000-08:00,2018-02-02,2,1,PACKAGE_THICK_ENVELOPE,481
B2C,7322,1.0,2019-06-10 12:01:00.000-06:00,0,0.0,3,5,88203,91601,13,9.95,1,2019-06-07 22:09:24.000-06:00,2019-06-13,11,1,PACKAGE_THICK_ENVELOPE,482
B2C,450,1.0,2018-03-12 15:07:00.000-04:00,0,0.0,3,5,48091,94544,1,18.89,1,2018-03-10 06:28:50.000-05:00,2018-03-16,7,1,PACKAGE_THICK_ENVELOPE,483
B2C,40721,1.0,2018-12-19 14:11:00.000-08:00,1,0.0,2,5,91710,84021,1,58.66,1,2018-12-18 21:05:55.000-08:00,2018-12-22,66,1,PACKAGE_THICK_ENVELOPE,484
B2C,21,1.0,2018-03-19 09:05:10.000-07:00,0,0.0,3,5,92345,10473,12,5.74,1,2018-03-17 19:00:47.000-07:00,2018-03-22,5,1,PACKAGE_THICK_ENVELOPE,485
B2C,43027,1.0,2019-08-28 12:57:00.000-04:00,0,0.0,3,5,32765,35031,9,32.75,1,2019-08-28 07:39:52.000-04:00,2019-08-30,7,1,PACKAGE_THICK_ENVELOPE,486
B2C,38625,1.0,2018-06-07 15:46:00.000-04:00,5,0.0,2,5,30132,31024,6,14.95,2,2018-06-07 07:54:40.000-04:00,2018-06-09,32,1,PACKAGE_THICK_ENVELOPE,487
B2C,125731,1.0,2018-05-30 19:42:00.000-04:00,0,0.0,3,5,01760,32162,2,7.81,2,2018-05-29 22:19:44.000-04:00,2018-06-07,3,1,PACKAGE_THICK_ENVELOPE,488
B2C,10357,1.0,2019-02-25 23:46:00.000-08:00,0,0.0,3,5,91745,33167,1,8.99,1,2019-02-25 14:15:34.000-08:00,2019-02-28,4,1,PACKAGE_THICK_ENVELOPE,489
B2C,24139,1.0,2018-03-01 18:55:00.000-08:00,6,0.0,2,5,91748,04005,1,10.4,1,2018-02-28 17:41:40.000-08:00,2018-03-03,0,1,NONE,490
B2C,1786,1.0,2018-09-24 13:33:00.000-04:00,0,0.0,3,5,07102,33198,15,9.98,1,2018-09-21 18:23:39.000-04:00,2018-09-27,3,1,PACKAGE_THICK_ENVELOPE,491
B2C,22279,1.0,2018-05-08 14:13:00.000-04:00,0,0.0,3,5,30188,44306,6,20.98,1,2018-05-07 19:44:15.000-04:00,2018-05-11,3,1,PACKAGE_THICK_ENVELOPE,492
B2C,1369,1.0,2018-01-08 17:37:00.000-05:00,0,0.0,3,5,32703,85120,5,20.67,1,2018-01-07 18:32:03.000-05:00,2018-01-10,13,1,PACKAGE_THICK_ENVELOPE,493
B2C,11172,1.0,2018-09-22 20:48:00.000-05:00,0,0.0,3,5,63074,49781,8,5.99,1,2018-09-21 20:21:10.000-05:00,2018-09-24,1,1,PACKAGE_THICK_ENVELOPE,494
C2C,538078,1.0,2019-03-25 12:32:00.000-04:00,0,0.0,3,5,12205,77450,9,24.0,1,2019-03-24 18:37:16.000-04:00,2019-03-27,10,1,PACKAGE_THICK_ENVELOPE,495
B2C,450,1.0,2018-02-02 15:05:00.000-05:00,0,0.0,3,5,48091,48827,1,16.99,1,2018-02-01 22:32:46.000-05:00,2018-02-05,8,1,PACKAGE_THICK_ENVELOPE,496
B2C,21,1.0,2019-03-28 10:03:55.000-07:00,0,0.0,3,5,92345,97045,2,4.19,1,2019-03-28 01:05:45.000-07:00,2019-04-02,2,1,PACKAGE_THICK_ENVELOPE,497
B2C,2495,1.0,2019-02-05 18:02:00.000-05:00,0,0.0,3,5,11361,11372,8,14.95,1,2019-02-04 20:14:36.000-05:00,2019-02-06,3,1,LETTER,498
B2C,12853,1.0,2018-01-05 19:55:00.000-08:00,0,0.0,3,5,92126,07601,10,29.95,3,2018-01-05 05:41:53.000-08:00,2018-01-11,12,1,PACKAGE_THICK_ENVELOPE,499
B2C,18283,1.0,2018-05-09 15:52:00.000-07:00,2,9.95,2,9,95829,31909,1,49.95,1,2018-05-09 06:12:55.000-07:00,2018-05-11,48,1,PACKAGE_THICK_ENVELOPE,500
B2C,40137,1.0,2019-06-11 01:01:00.000-05:00,2,9.12,2,9,78754,39572,13,49.0,1,2019-06-09 05:01:42.000-05:00,2019-06-18,88,1,PACKAGE_THICK_ENVELOPE,501
B2C,5169,1.0,2018-04-10 18:05:00.000-04:00,0,0.0,3,5,11372,33904,0,6.99,1,2018-04-09 23:21:59.000-04:00,2018-04-13,4,1,PACKAGE_THICK_ENVELOPE,502
B2C,18283,1.0,2018-08-09 14:50:00.000-07:00,2,9.95,2,9,95829,81154,1,49.95,1,2018-08-07 15:15:04.000-07:00,2018-08-13,32,1,PACKAGE_THICK_ENVELOPE,503
C2C,37989,3.0,2018-03-20 10:59:00.000-04:00,0,0.0,3,5,37814,92503,9,5.95,1,2018-03-19 20:33:01.000-04:00,2018-03-22,0,1,PACKAGE_THICK_ENVELOPE,504
B2C,788,1.0,2018-07-02 17:02:00.000-07:00,0,0.0,3,5,89706,62557,2,22.99,1,2018-07-01 06:53:21.000-07:00,2018-07-05,6,1,PACKAGE_THICK_ENVELOPE,505
B2C,788,1.0,2018-12-06 21:12:00.000-08:00,0,0.0,3,5,89706,91316,2,42.0,1,2018-12-04 19:08:05.000-08:00,2018-12-08,6,1,PACKAGE_THICK_ENVELOPE,506
B2C,788,1.0,2019-07-25 15:48:00.000-07:00,0,0.0,3,5,89706,79936,2,6.89,1,2019-07-25 07:25:05.000-07:00,2019-07-27,6,1,PACKAGE_THICK_ENVELOPE,507
B2C,46599,1.0,2018-08-03 13:15:00.000-04:00,0,2.95,3,5,30040,80134,3,0.99,1,2018-07-30 18:47:26.000-04:00,2018-08-06,0,1,LETTER,508
B2C,1381,1.0,2018-07-17 17:28:00.000-04:00,5,0.0,2,5,30401,54701,10,29.79,1,2018-07-16 22:19:20.000-04:00,2018-07-20,32,1,PACKAGE_THICK_ENVELOPE,509
B2C,2090,0.0,2018-10-26 16:31:00.000-04:00,1,7.95,2,5,23233,07626,4,13.75,1,2018-10-26 07:43:46.000-04:00,2018-10-28,48,1,PACKAGE_THICK_ENVELOPE,510
B2C,62696,1.0,2018-04-02 11:31:00.000-05:00,8,0.0,2,5,35570,28164,1,58.95,1,2018-04-01 20:45:37.000-05:00,2018-04-04,0,1,LETTER,511
B2C,21,0.0,2018-04-24 11:21:57.000-07:00,0,0.0,3,5,92345,30506,2,11.63,1,2018-04-24 03:30:07.000-07:00,2018-04-28,8,1,PACKAGE_THICK_ENVELOPE,512
B2C,15663,1.0,2018-05-16 10:32:00.000-04:00,0,0.0,3,5,08515,43082,1,10.49,4,2018-05-14 15:18:06.000-04:00,2018-05-18,0,1,PACKAGE_THICK_ENVELOPE,513
B2C,15663,1.0,2019-02-05 14:27:00.000-05:00,0,0.0,3,5,08515,75087,1,10.49,1,2019-02-04 16:49:02.000-05:00,2019-02-08,0,1,PACKAGE_THICK_ENVELOPE,514
B2C,28753,1.0,2018-08-17 14:38:00.000-04:00,0,4.25,3,5,30577,97023,6,16.99,1,2018-08-17 12:30:24.000-04:00,2018-08-20,3,1,PACKAGE_THICK_ENVELOPE,515
B2C,16724,1.0,2018-09-20 21:34:00.000-07:00,0,0.0,3,5,90019,67108,0,5.37,1,2018-09-20 05:47:12.000-07:00,2018-09-22,0,1,PACKAGE_THICK_ENVELOPE,516
C2C,896612,1.0,2019-10-01 16:23:00.000-04:00,0,3.95,3,5,02339,71854,19,11.0,1,2019-09-30 17:05:16.000-04:00,2019-10-05,0,1,PACKAGE_THICK_ENVELOPE,517
B2C,726575,1.0,2018-02-27 00:31:00.000-05:00,1,0.0,2,5,34787,33172,1,39.9,1,2018-02-23 16:25:51.000-05:00,2018-02-28,0,1,PACKAGE_THICK_ENVELOPE,518
B2C,21,1.0,2018-11-26 11:37:10.000-08:00,0,0.0,3,5,92345,85601,2,7.19,1,2018-11-22 07:54:38.000-08:00,2018-11-30,2,1,PACKAGE_THICK_ENVELOPE,519
B2C,26445,1.0,2019-10-28 15:00:00.000-07:00,0,7.27,3,5,92843,07095,2,16.95,3,2019-10-25 16:36:50.000-07:00,2019-10-31,3,1,PACKAGE_THICK_ENVELOPE,520
B2C,1559,1.0,2018-09-26 15:11:00.000-07:00,0,0.0,3,5,90012,33198,1,32.8,1,2018-09-25 13:27:49.000-07:00,2018-09-28,32,1,PACKAGE_THICK_ENVELOPE,521
C2C,235762,1.0,2019-01-09 13:43:00.000-07:00,0,0.0,3,5,83651,16801,6,8.0,2,2019-01-08 19:54:23.000-07:00,2019-01-12,4,1,PACKAGE_THICK_ENVELOPE,522
