b2c_c2c,seller_id,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,category_id,item_price,quantity,payment_datetime,delivery_date,package_size,buyer_state,item_state,delivery_time_buss_days,acceptance_scan_timestamp seconds,payment_datetime seconds,delivery_date seconds,new_weight,new_declared_handling_days
C2C,67317,2019-08-19 20:38:00+00:00,0,0.0,3,5,8,7.99,1,2019-08-18 02:05:44+00:00,2019-08-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ND,FL,2,1566247080,1566093944,1566345600,3,1
B2C,2855,2018-02-14 23:44:00+00:00,8,0.0,2,5,2,16.95,1,2018-02-13 16:06:51+00:00,2018-02-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,MI,3,1518651840,1518538011,1518739200,32,1
B2C,3223,2019-03-20 20:19:00+00:00,0,3.99,3,5,0,6.99,1,2019-03-19 20:58:03+00:00,2019-03-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OK,FL,4,1553113140,1553029083,1553299200,6,1
B2C,10938,2018-11-17 00:03:00+00:00,0,0.0,3,5,2,32.3,1,2018-11-16 12:43:17+00:00,2018-11-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,SC,IL,3,1542412980,1542372197,1542758400,6,1
B2C,109,2018-03-30 23:33:00+00:00,0,0.0,3,5,5,139.99,1,2018-03-29 22:02:56+00:00,2018-04-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,NY,2,1522452780,1522360976,1522627200,8,0
B2C,63063,2018-01-02 20:22:00+00:00,0,0.0,3,5,7,450.0,1,2018-01-02 16:30:43+00:00,2018-01-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,FL,2,1514924520,1514910643,1515024000,16,1
B2C,7558,2018-12-15 02:27:00+00:00,1,0.0,2,5,11,122.0,1,2018-12-13 23:32:51+00:00,2018-12-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,GA,3,1544840820,1544743971,1545091200,32,1
B2C,85524,2019-09-09 22:55:00+00:00,8,0.0,2,5,1,113.95,1,2019-09-02 13:07:32+00:00,2019-09-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,CA,6,1568069700,1567429652,1568160000,8,1
B2C,2970,2018-12-16 04:45:00+00:00,1,0.0,2,5,0,119.87,1,2018-12-15 06:24:30+00:00,2018-12-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,NH,0,1544935500,1544855070,1545004800,48,1
B2C,9971,2019-01-25 04:03:00+00:00,0,0.0,3,5,4,6.29,1,2019-01-23 22:31:33+00:00,2019-01-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,NY,3,1548388980,1548282693,1548633600,5,1
B2C,214,2019-10-12 15:32:00+00:00,0,0.0,3,5,10,14.95,1,2019-10-11 19:21:24+00:00,2019-10-15 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,FL,1,1570894320,1570821684,1571097600,4,0
B2C,68721,2018-10-20 20:19:00+00:00,0,0.0,3,5,2,45.0,1,2018-10-19 17:35:02+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,NC,1,1540066740,1539970502,1540166400,8,1
B2C,115317,2018-11-20 01:26:00+00:00,6,0.0,2,5,13,15.87,1,2018-11-19 16:13:00+00:00,2018-11-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,KY,NY,3,1542677160,1542643980,1542931200,32,1
B2C,13570,2018-06-11 23:05:00+00:00,0,0.0,3,5,0,17.99,1,2018-06-10 00:26:51+00:00,2018-06-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,NV,5,1528758300,1528590411,1529280000,8,1
C2C,182193,2019-10-26 20:37:00+00:00,3,0.0,2,8,13,20.0,1,2019-10-24 23:53:51+00:00,2019-10-31 00:00:00+00:00,LETTER,CA,OR,5,1572122220,1571961231,1572480000,8,5
B2C,128542,2018-07-10 22:19:00+00:00,1,8.75,2,5,0,34.0,1,2018-07-10 21:18:23+00:00,2018-07-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,AZ,2,1531261140,1531257503,1531353600,27,2
B2C,27602,2018-12-04 20:39:00+00:00,7,0.0,2,5,10,37.99,1,2018-12-04 14:35:09+00:00,2018-12-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,FL,2,1543955940,1543934109,1544054400,160,0
C2C,193328,2018-05-18 21:21:00+00:00,0,0.0,3,5,10,15.0,1,2018-05-11 18:25:05+00:00,2018-05-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NC,6,1526678460,1526063105,1526860800,3,3
B2C,63,2018-04-02 16:17:16+00:00,0,0.0,3,5,1,18.89,1,2018-03-31 22:21:21+00:00,2018-04-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,UT,NJ,3,1522685836,1522534881,1522886400,3,0
B2C,8259,2018-01-23 13:02:00+00:00,0,0.0,3,5,0,13.99,1,2018-01-19 18:20:16+00:00,2018-01-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,VA,5,1516712520,1516386016,1516924800,8,1
B2C,214,2018-12-26 21:47:00+00:00,0,0.0,3,5,10,16.98,1,2018-12-24 17:57:06+00:00,2018-12-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,FL,3,1545860820,1545674226,1545955200,4,0
C2C,540408,2018-06-04 15:50:00+00:00,14,64.1,6,25,0,349.0,1,2018-06-03 09:45:21+00:00,2018-06-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,FL,18,1528127400,1528019121,1530144000,80,3
C2C,69828,2018-05-09 16:48:00+00:00,0,2.75,3,5,26,2.0,1,2018-05-09 11:21:07+00:00,2018-05-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NJ,2,1525884480,1525864867,1525996800,16,1
B2C,436,2018-06-09 23:31:00+00:00,0,5.95,3,5,9,5.95,1,2018-06-08 17:41:13+00:00,2018-06-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,NJ,1,1528587060,1528479673,1528675200,32,1
B2C,436,2019-09-25 02:28:00+00:00,0,0.0,3,5,9,6.95,1,2019-09-24 02:21:34+00:00,2019-09-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,NJ,5,1569378480,1569291694,1569628800,10,1
B2C,187,2019-09-03 18:04:00+00:00,0,0.0,3,5,13,3.7,1,2019-09-02 03:22:04+00:00,2019-09-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CT,FL,2,1567533840,1567394524,1567641600,5,1
C2C,305372,2018-10-05 20:23:00+00:00,6,0.0,2,5,1,22.95,2,2018-10-04 22:11:21+00:00,2018-10-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NH,LA,2,1538770980,1538691081,1539043200,96,1
B2C,187,2019-01-23 00:06:00+00:00,0,0.0,3,5,13,4.41,2,2019-01-19 16:22:32+00:00,2019-01-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ID,FL,2,1548201960,1547914952,1548288000,5,1
B2C,187,2019-09-18 21:48:00+00:00,0,0.0,3,5,13,3.61,1,2019-09-18 00:03:37+00:00,2019-09-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,FL,4,1568843280,1568765017,1569024000,5,1
B2C,6362,2018-06-14 16:41:00+00:00,0,0.0,3,5,0,19.75,1,2018-06-14 16:16:07+00:00,2018-06-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,SC,2,1528994460,1528992967,1529280000,8,1
B2C,39403,2018-07-09 23:21:00+00:00,0,0.0,3,5,2,7.95,1,2018-07-06 01:52:07+00:00,2018-07-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,AZ,5,1531178460,1530841927,1531353600,8,2
B2C,9997,2019-05-14 02:08:00+00:00,1,0.0,2,5,1,20.0,2,2019-05-13 06:49:16+00:00,2019-05-15 00:00:00+00:00,LETTER,CA,CA,2,1557799680,1557730156,1557878400,48,1
B2C,9997,2019-08-06 22:38:00+00:00,1,0.0,2,5,1,20.0,1,2019-08-06 18:46:06+00:00,2019-08-08 00:00:00+00:00,LETTER,FL,CA,2,1565131080,1565117166,1565222400,48,1
B2C,20803,2018-04-24 19:38:00+00:00,0,3.99,3,5,0,30.0,1,2018-04-23 16:36:24+00:00,2018-04-28 00:00:00+00:00,LETTER,MD,FL,5,1524598680,1524501384,1524873600,8,1
B2C,1253,2019-10-22 03:55:00+00:00,1,0.0,2,5,11,46.5,1,2019-10-20 01:59:50+00:00,2019-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,DC,NV,4,1571716500,1571536790,1571961600,8,1
B2C,793,2018-03-26 22:45:00+00:00,0,0.0,3,5,8,7.48,1,2018-03-25 04:03:28+00:00,2018-03-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,TX,3,1522104300,1521950608,1522281600,2,1
B2C,2855,2018-03-19 22:30:00+00:00,5,0.0,2,5,2,42.95,1,2018-03-16 19:03:59+00:00,2018-03-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,MI,4,1521498600,1521227039,1521676800,32,1
B2C,2855,2019-03-05 21:08:00+00:00,5,0.0,2,5,2,29.95,1,2019-03-05 04:16:45+00:00,2019-03-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,MI,3,1551820080,1551759405,1551916800,32,1
B2C,11605,2019-06-13 17:27:00+00:00,0,0.0,3,5,1,20.24,2,2019-06-12 22:06:09+00:00,2019-06-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,FL,5,1560446820,1560377169,1560902400,6,1
B2C,16698,2018-04-05 21:04:00+00:00,0,0.0,3,5,1,8.99,1,2018-04-05 16:42:39+00:00,2018-04-09 00:00:00+00:00,LETTER,MA,GA,2,1522962240,1522946559,1523232000,8,1
B2C,63,2019-04-15 18:10:44+00:00,0,0.0,3,5,1,5.56,1,2019-04-14 19:08:27+00:00,2019-04-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,NJ,3,1555351844,1555268907,1555545600,3,1
B2C,79548,2018-05-22 01:50:00+00:00,0,0.0,3,5,2,10.99,1,2018-05-12 20:48:16+00:00,2018-05-23 00:00:00+00:00,LETTER,CA,-1,7,1526953800,1526158096,1527033600,13,1
B2C,324,2018-11-02 23:12:00+00:00,4,4.96,2,9,10,0.99,1,2018-11-01 19:58:17+00:00,2018-11-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,NY,2,1541200320,1541102297,1541376000,5,1
B2C,1559,2018-06-05 23:29:00+00:00,0,0.0,3,5,1,9.9,1,2018-06-03 01:47:20+00:00,2018-06-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,CA,4,1528241340,1527990440,1528416000,7,1
B2C,2455,2019-02-12 17:02:00+00:00,0,0.0,3,5,10,12.99,1,2019-02-11 17:52:29+00:00,2019-02-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,IL,5,1549990920,1549907549,1550275200,14,2
B2C,137,2018-01-22 21:02:00+00:00,0,0.0,3,5,12,119.99,1,2018-01-20 14:17:48+00:00,2018-01-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,UT,3,1516654920,1516457868,1516838400,4,1
B2C,137,2018-04-30 20:15:00+00:00,6,3.99,2,5,12,184.99,1,2018-04-28 01:15:33+00:00,2018-05-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,UT,3,1525119300,1524878133,1525219200,4,1
B2C,137,2019-08-28 20:25:00+00:00,0,0.0,3,5,12,144.99,1,2019-08-28 13:25:17+00:00,2019-08-31 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,UT,3,1567023900,1566998717,1567209600,4,1
B2C,2202,2019-10-19 16:50:00+00:00,0,0.0,3,5,11,10.0,1,2019-10-19 13:46:18+00:00,2019-10-21 00:00:00+00:00,LETTER,FL,OK,0,1571503800,1571492778,1571616000,4,0
B2C,37489,2018-07-28 02:30:00+00:00,4,0.99,2,9,5,5.6,1,2018-07-27 17:58:14+00:00,2018-07-30 00:00:00+00:00,LETTER,MI,-1,1,1532745000,1532714294,1532908800,8,1
B2C,15406,2018-01-25 03:20:00+00:00,0,0.0,3,5,1,43.78,1,2018-01-24 15:11:14+00:00,2018-01-27 00:00:00+00:00,LETTER,TX,-1,3,1516850400,1516806674,1517011200,8,1
B2C,2239,2018-06-26 06:56:00+00:00,0,0.0,3,5,8,10.11,1,2018-06-23 18:30:47+00:00,2018-06-28 00:00:00+00:00,NONE,AR,CA,3,1529996160,1529778647,1530144000,8,2
B2C,13782,2018-04-18 16:01:00+00:00,0,0.0,3,5,2,13.0,1,2018-04-16 14:43:10+00:00,2018-04-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TN,NJ,5,1524067260,1523889790,1524268800,7,2
B2C,1069,2018-04-23 18:05:00+00:00,0,0.0,3,5,2,9.85,1,2018-04-22 20:29:20+00:00,2018-04-27 00:00:00+00:00,LETTER,UT,TX,4,1524506700,1524428960,1524787200,8,0
B2C,1885,2018-01-18 00:56:00+00:00,0,0.0,3,5,10,6.95,1,2018-01-17 15:32:33+00:00,2018-01-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,WA,3,1516236960,1516203153,1516406400,8,1
B2C,100884,2018-06-18 17:03:00+00:00,2,16.0,2,9,6,75.0,1,2018-06-17 07:58:56+00:00,2018-06-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,2,1529341380,1529222336,1529452800,8,1
B2C,6512,2018-02-09 20:29:00+00:00,0,6.99,3,5,28,51.99,1,2018-02-08 22:26:08+00:00,2018-02-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,WI,2,1518208140,1518128768,1518393600,64,1
B2C,6027,2018-09-05 18:36:00+00:00,0,0.0,3,5,3,10.89,1,2018-09-05 11:21:34+00:00,2018-09-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,AL,3,1536172560,1536146494,1536364800,4,0
B2C,119,2018-01-17 13:43:00+00:00,0,0.0,3,5,13,9.94,1,2018-01-17 05:11:43+00:00,2018-01-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,NY,4,1516196580,1516165903,1516665600,8,1
B2C,119,2019-04-15 11:04:00+00:00,0,0.0,3,5,13,10.95,1,2019-04-14 01:47:05+00:00,2019-04-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NY,5,1555326240,1555206425,1555718400,8,1
B2C,119,2019-06-13 20:05:00+00:00,0,0.0,3,5,13,10.95,1,2019-06-12 21:09:15+00:00,2019-06-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,NY,5,1560456300,1560373755,1560902400,8,1
B2C,606,2019-10-28 21:10:00+00:00,0,0.0,3,5,2,5.69,2,2019-10-27 19:54:10+00:00,2019-11-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WV,FL,4,1572297000,1572206050,1572566400,4,0
C2C,88366,2019-02-04 22:53:00+00:00,0,2.95,3,5,4,6.95,1,2019-02-02 15:52:33+00:00,2019-02-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,UT,3,1549320780,1549122753,1549497600,3,3
B2C,8107,2018-03-22 00:22:00+00:00,0,0.0,3,5,17,3.67,1,2018-03-21 03:39:05+00:00,2018-03-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,CA,4,1521678120,1521603545,1521849600,1,0
B2C,125,2018-03-19 22:52:00+00:00,0,2.99,3,5,6,11.04,1,2018-03-18 21:19:41+00:00,2018-03-21 00:00:00+00:00,NONE,AL,CT,2,1521499920,1521407981,1521590400,1,0
B2C,125,2019-07-10 21:31:00+00:00,0,0.7,3,5,6,14.05,1,2019-07-10 17:46:58+00:00,2019-07-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,CT,2,1562794260,1562780818,1562889600,2,0
B2C,83159,2018-08-15 18:08:00+00:00,1,9.0,2,5,12,25.99,1,2018-08-14 20:13:38+00:00,2018-08-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,CA,3,1534356480,1534277618,1534464000,32,3
B2C,29261,2019-09-26 18:43:00+00:00,0,3.75,3,5,10,6.95,1,2019-09-20 12:47:29+00:00,2019-09-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,WI,6,1569523380,1568983649,1569801600,3,3
B2C,109273,2018-06-26 00:55:00+00:00,0,4.98,3,5,6,9.99,2,2018-06-25 23:33:23+00:00,2018-06-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,CA,3,1529974500,1529969603,1530144000,8,3
B2C,793,2018-07-18 20:43:00+00:00,0,0.0,3,5,2,5.88,1,2018-07-17 16:46:00+00:00,2018-07-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WY,TX,4,1531946580,1531845960,1532131200,2,1
B2C,793,2018-08-15 20:49:00+00:00,0,0.0,3,5,2,5.88,1,2018-08-15 02:32:35+00:00,2018-08-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,TX,4,1534366140,1534300355,1534550400,2,1
B2C,8156,2018-01-26 01:57:00+00:00,0,3.99,3,5,0,10.44,1,2018-01-25 14:12:38+00:00,2018-01-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MO,CA,2,1516931820,1516889558,1517011200,8,1
B2C,1954,2018-09-27 14:30:00+00:00,0,0.0,3,5,5,17.35,1,2018-09-26 18:15:59+00:00,2018-09-29 00:00:00+00:00,LETTER,PA,GA,3,1538058600,1537985759,1538179200,4,1
B2C,27502,2018-05-26 22:16:00+00:00,0,0.0,3,5,0,17.59,1,2018-05-18 19:26:36+00:00,2018-05-29 00:00:00+00:00,LARGE_ENVELOPE,WI,CA,6,1527372960,1526671596,1527552000,8,2
B2C,5106,2018-10-28 03:35:00+00:00,0,2.99,3,5,15,11.99,1,2018-10-26 12:52:14+00:00,2018-10-30 00:00:00+00:00,NONE,TX,CA,2,1540697700,1540558334,1540857600,8,3
B2C,24350,2018-06-19 19:12:00+00:00,0,0.0,3,5,11,28.99,1,2018-06-19 01:20:26+00:00,2018-06-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CT,FL,4,1529435520,1529371226,1529625600,11,0
B2C,18752,2018-02-26 23:02:00+00:00,0,0.0,3,5,2,11.69,1,2018-02-23 21:34:09+00:00,2018-02-28 00:00:00+00:00,LETTER,FL,-1,3,1519686120,1519421649,1519776000,10,2
C2C,89952,2018-06-25 17:32:00+00:00,0,0.0,3,5,15,9.95,1,2018-06-23 20:59:36+00:00,2018-06-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,IL,3,1529947920,1529787576,1530144000,8,1
C2C,2293535,2018-07-03 22:30:00+00:00,0,3.75,3,5,0,10.0,1,2018-07-02 02:28:31+00:00,2018-07-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,MI,2,1530657000,1530498511,1530748800,6,3
B2C,234,2018-07-03 21:17:00+00:00,0,0.0,3,5,5,15.5,1,2018-07-02 17:46:22+00:00,2018-07-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,NE,3,1530652620,1530553582,1530835200,8,1
B2C,6849,2018-12-21 20:52:00+00:00,0,3.5,3,5,9,2.5,1,2018-12-21 17:30:13+00:00,2018-12-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,CA,1,1545425520,1545413413,1545609600,3,1
C2C,90241,2019-09-29 05:25:00+00:00,0,0.0,3,5,1,19.0,1,2019-09-27 14:42:12+00:00,2019-09-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,OH,1,1569734700,1569595332,1569801600,5,1
B2C,11429,2018-08-30 04:30:00+00:00,0,0.0,3,5,2,8.89,1,2018-08-29 04:50:41+00:00,2018-08-31 00:00:00+00:00,NONE,IL,CA,3,1535603400,1535518241,1535673600,8,1
B2C,11429,2018-08-17 00:27:00+00:00,0,0.0,3,5,2,9.49,1,2018-08-16 07:16:48+00:00,2018-08-20 00:00:00+00:00,NONE,MO,CA,2,1534465620,1534403808,1534723200,8,1
B2C,5673,2018-01-29 21:57:00+00:00,5,0.0,2,5,13,4.5,1,2018-01-26 18:57:44+00:00,2018-01-31 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,TX,3,1517263020,1516993064,1517356800,16,1
B2C,9177,2018-08-27 17:02:00+00:00,1,0.0,2,5,2,19.99,1,2018-08-25 20:52:27+00:00,2018-08-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,CA,2,1535389320,1535230347,1535500800,8,1
B2C,3084,2018-04-05 22:16:00+00:00,6,0.0,2,5,2,13.93,1,2018-04-04 17:44:51+00:00,2018-04-07 00:00:00+00:00,LARGE_ENVELOPE,MI,CO,3,1522966560,1522863891,1523059200,20,1
B2C,5132,2018-01-28 05:06:00+00:00,0,0.0,3,5,8,10.21,1,2018-01-25 00:25:54+00:00,2018-01-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TN,CA,3,1517115960,1516839954,1517184000,3,2
B2C,13571,2018-10-01 19:59:00+00:00,0,0.0,3,5,7,1.0,1,2018-10-01 19:04:13+00:00,2018-10-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,MO,4,1538423940,1538420653,1538697600,8,1
B2C,19159,2019-10-22 04:29:00+00:00,1,0.0,2,5,1,32.75,1,2019-10-21 05:20:25+00:00,2019-10-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,NJ,3,1571718540,1571635225,1571875200,32,3
B2C,4675,2018-08-08 03:55:00+00:00,0,0.0,3,5,2,6.61,1,2018-08-02 15:32:24+00:00,2018-08-13 00:00:00+00:00,NONE,TX,-1,7,1533700500,1533223944,1534118400,8,3
B2C,104716,2018-06-05 21:23:00+00:00,1,0.0,2,5,9,19.99,1,2018-06-05 01:33:39+00:00,2018-06-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,NH,3,1528233780,1528162419,1528329600,8,1
B2C,214,2019-07-09 19:58:00+00:00,0,0.0,3,5,10,12.69,1,2019-07-08 16:26:50+00:00,2019-07-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,FL,3,1562702280,1562603210,1562803200,1,0
B2C,214,2019-07-24 20:00:00+00:00,0,0.0,3,5,10,11.95,1,2019-07-23 20:36:01+00:00,2019-07-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AL,FL,3,1563998400,1563914161,1564099200,1,0
B2C,1195,2018-02-26 22:26:00+00:00,0,0.0,3,5,12,10.49,2,2018-02-25 06:07:49+00:00,2018-03-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,FL,4,1519683960,1519538869,1519948800,1,0
B2C,214,2019-04-02 16:41:00+00:00,0,0.0,3,5,10,12.94,1,2019-04-02 13:20:18+00:00,2019-04-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,FL,3,1554223260,1554211218,1554422400,1,0
B2C,214,2019-06-03 23:30:00+00:00,0,0.0,3,5,10,14.89,1,2019-06-01 22:21:17+00:00,2019-06-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,FL,3,1559604600,1559427677,1559779200,1,0
B2C,214,2019-05-23 19:24:00+00:00,0,0.0,3,5,10,11.99,1,2019-05-23 09:00:21+00:00,2019-05-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,FL,2,1558639440,1558602021,1558742400,1,0
B2C,3084,2018-02-27 03:40:00+00:00,0,0.0,3,5,2,21.94,1,2018-02-25 18:40:13+00:00,2018-03-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,CO,3,1519702800,1519584013,1519862400,14,1
B2C,12010,2019-03-28 18:25:00+00:00,0,3.99,3,5,5,6.99,1,2019-03-27 23:31:09+00:00,2019-03-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,SC,NJ,3,1553797500,1553729469,1553904000,5,1
B2C,8502,2018-09-27 19:03:00+00:00,0,0.0,3,5,2,8.95,2,2018-09-26 06:17:31+00:00,2018-10-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,CA,4,1538074980,1537942651,1538352000,8,3
B2C,51220,2018-10-11 07:13:00+00:00,0,0.0,3,5,9,7.95,1,2018-10-10 10:53:18+00:00,2018-10-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,FL,3,1539241980,1539168798,1539388800,4,1
B2C,2090,2019-08-22 21:55:00+00:00,0,0.0,3,5,6,6.95,1,2019-08-22 07:20:18+00:00,2019-08-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,MO,2,1566510900,1566458418,1566604800,4,1
C2C,158437,2018-02-05 23:55:00+00:00,0,0.0,3,5,3,3.0,1,2018-02-03 17:12:39+00:00,2018-02-08 00:00:00+00:00,NONE,CO,-1,3,1517874900,1517677959,1518048000,8,1
B2C,456,2019-05-15 01:42:00+00:00,0,0.0,3,5,12,12.34,1,2019-05-14 13:30:44+00:00,2019-05-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,CA,3,1557884520,1557840644,1558051200,8,1
B2C,456,2019-08-31 22:15:00+00:00,0,0.0,3,5,12,11.39,1,2019-08-30 18:47:32+00:00,2019-09-03 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,CA,1,1567289700,1567190852,1567468800,8,1
B2C,17442,2018-02-14 20:41:00+00:00,0,0.0,3,5,2,15.02,2,2018-02-13 19:59:17+00:00,2018-02-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,CA,4,1518640860,1518551957,1518825600,7,1
B2C,251,2019-10-30 16:49:09+00:00,0,0.0,3,5,1,18.19,1,2019-10-30 05:27:17+00:00,2019-11-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TN,NJ,5,1572454149,1572413237,1572998400,3,1
B2C,310887,2018-09-20 19:14:00+00:00,1,5.0,2,5,13,27.0,1,2018-09-17 16:30:50+00:00,2018-09-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,NC,5,1537470840,1537201850,1537574400,8,1
C2C,191796,2018-10-26 22:23:00+00:00,6,0.0,2,5,9,20.99,1,2018-10-25 23:28:40+00:00,2018-10-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,AZ,2,1540592580,1540510120,1540771200,8,1
B2C,8217,2018-07-26 17:14:00+00:00,0,0.0,3,5,13,15.0,1,2018-07-26 01:16:24+00:00,2018-07-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MD,FL,3,1532625240,1532567784,1532908800,5,1
B2C,4371,2018-05-07 19:57:00+00:00,0,0.0,3,5,6,49.77,1,2018-05-06 01:08:30+00:00,2018-05-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,IL,5,1525723020,1525568910,1526083200,7,1
B2C,12010,2018-11-24 00:48:00+00:00,0,2.0,3,5,8,7.99,1,2018-11-22 04:28:44+00:00,2018-11-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,NJ,2,1543020480,1542860924,1543190400,4,1
B2C,214,2018-06-04 21:04:00+00:00,0,0.0,3,5,10,17.99,1,2018-06-02 13:54:55+00:00,2018-06-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AR,FL,2,1528146240,1527947695,1528243200,2,0
C2C,756380,2018-03-14 23:55:00+00:00,1,7.3,2,5,0,8.7,1,2018-03-13 12:35:59+00:00,2018-03-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,GA,3,1521071700,1520944559,1521158400,16,2
