b2c_c2c,seller_id,declared_handling_days,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,item_zip,buyer_zip,category_id,item_price,quantity,payment_datetime,delivery_date,weight,package_size,record_number,buyer_state,item_state,delivery_time_buss_days,acceptance_scan_timestamp seconds,payment_datetime seconds,delivery_date seconds,new_weight,new_declared_handling_days
B2C,2532,1.0,2018-03-15 18:27:00+00:00,0,0.0,3,5,48382,51521,9,22.95,1,2018-03-15 04:48:47+00:00,2018-03-17 00:00:00+00:00,6,PACKAGE_THICK_ENVELOPE,2031,IA,MI,2,1521138420,1521089327,1521244800,6,1
B2C,15728,1.0,2019-09-30 15:18:00+00:00,0,0.0,3,5,54013,29129,1,28.99,2,2019-09-28 21:47:04+00:00,2019-10-03 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2032,SC,WI,3,1569856680,1569707224,1570060800,8,1
B2C,6362,1.0,2019-02-19 16:55:00+00:00,0,0.0,3,5,29483,11767,0,21.89,1,2019-02-15 16:06:06+00:00,2019-02-21 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2033,NY,SC,3,1550595300,1550246766,1550707200,8,1
B2C,9997,1.0,2018-01-06 05:00:00+00:00,0,5.0,3,5,91746,43065,1,20.0,1,2018-01-03 20:39:19+00:00,2018-01-08 00:00:00+00:00,13,LETTER,2034,OH,CA,3,1515214800,1515011959,1515369600,13,1
B2C,2893,0.0,2018-05-15 05:39:00+00:00,0,3.95,3,5,91505,84045,6,19.95,1,2018-05-14 03:14:04+00:00,2018-05-17 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2035,UT,CA,3,1526362740,1526267644,1526515200,8,0
C2C,540012,3.0,2018-09-24 15:13:00+00:00,1,6.0,2,5,55337,72103,21,20.0,1,2018-09-22 00:57:17+00:00,2018-09-26 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2036,AR,MN,3,1537801980,1537577837,1537920000,32,3
B2C,482453,3.0,2018-05-07 19:03:00+00:00,1,11.75,2,5,06854,33556,0,250.0,1,2018-05-06 22:01:35+00:00,2018-05-10 00:00:00+00:00,48,PACKAGE_THICK_ENVELOPE,2037,FL,CT,3,1525719780,1525644095,1525910400,48,3
B2C,15927,1.0,2019-08-13 19:17:00+00:00,0,0.0,3,5,30168,14737,12,5.94,1,2019-08-13 08:56:17+00:00,2019-08-16 00:00:00+00:00,11,PACKAGE_THICK_ENVELOPE,2038,NY,GA,3,1565723820,1565686577,1565913600,11,1
C2C,213861,3.0,2018-07-26 18:16:00+00:00,0,3.5,3,5,48350,41164,1,14.75,1,2018-07-24 16:39:43+00:00,2018-07-28 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2039,KY,MI,4,1532628960,1532450383,1532736000,8,3
B2C,6489,1.0,2018-02-26 19:08:00+00:00,0,0.0,3,5,07731,15239,10,19.95,1,2018-02-25 02:53:52+00:00,2018-02-28 00:00:00+00:00,14,PACKAGE_THICK_ENVELOPE,2040,PA,NJ,2,1519672080,1519527232,1519776000,14,1
B2C,13570,1.0,2018-04-20 22:31:00+00:00,0,0.0,3,5,89106,48223,0,21.84,1,2018-04-20 11:08:38+00:00,2018-04-24 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2041,MI,NV,2,1524263460,1524222518,1524528000,8,1
B2C,24254,0.0,2019-06-17 23:10:00+00:00,0,0.0,3,5,92404,60804,9,7.99,1,2019-06-17 02:58:30+00:00,2019-06-19 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2042,IL,CA,2,1560813000,1560740310,1560902400,4,0
B2C,1253,4.0,2018-12-16 23:45:00+00:00,1,0.0,2,5,89130,91204,11,109.99,1,2018-12-14 18:40:56+00:00,2018-12-17 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2043,CA,NV,1,1545003900,1544812856,1545004800,8,4
B2C,15054,0.0,2018-06-19 16:10:00+00:00,0,0.0,3,5,11735,12118,3,17.99,1,2018-06-19 15:39:17+00:00,2018-06-21 00:00:00+00:00,8,LETTER,2044,NY,NY,2,1529424600,1529422757,1529539200,8,0
B2C,9313,1.0,2018-03-27 20:55:00+00:00,0,0.0,3,5,77584,08701,2,28.0,1,2018-03-26 06:44:16+00:00,2018-03-30 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2045,NJ,TX,4,1522184100,1522046656,1522368000,8,1
C2C,102245,1.0,2018-06-08 03:09:00+00:00,0,0.0,3,5,11211,07003,4,9.99,1,2018-06-06 15:26:48+00:00,2018-06-09 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2046,NJ,NY,3,1528427340,1528298808,1528502400,4,1
B2C,102245,1.0,2018-01-29 23:41:00+00:00,0,0.0,3,5,11211,33173,4,5.99,1,2018-01-26 23:17:57+00:00,2018-02-03 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2047,FL,NY,6,1517269260,1517008677,1517616000,3,1
B2C,102245,1.0,2018-03-02 03:01:00+00:00,0,0.0,3,5,11211,91342,4,5.99,2,2018-02-28 05:22:35+00:00,2018-03-05 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2048,CA,NY,3,1519959660,1519795355,1520208000,3,1
B2C,102245,1.0,2018-03-04 01:42:00+00:00,0,0.0,3,5,11211,14213,4,5.99,1,2018-03-02 16:28:47+00:00,2018-03-06 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2049,NY,NY,2,1520127720,1520008127,1520294400,3,1
B2C,2207,3.0,2019-09-10 01:33:00+00:00,1,0.0,2,5,65808,57747,6,35.0,1,2019-09-09 03:31:05+00:00,2019-09-12 00:00:00+00:00,240,PACKAGE_THICK_ENVELOPE,2050,SD,MO,3,1568079180,1567999865,1568246400,240,3
B2C,119839,2.0,2018-10-11 00:26:29+00:00,1,39.0,2,5,30162,37058,1,239.78,1,2018-10-05 21:07:10+00:00,2018-10-16 00:00:00+00:00,544,LARGE_PACKAGE,2051,TN,GA,6,1539217589,1538773630,1539648000,544,2
B2C,23498,0.0,2018-05-21 21:43:00+00:00,0,0.0,3,5,20016,32836,2,16.5,1,2018-05-21 20:11:15+00:00,2018-05-24 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2052,FL,DC,3,1526938980,1526933475,1527120000,4,0
B2C,336,0.0,2019-06-21 19:25:00+00:00,2,0.0,2,9,11729,03766,5,11.95,1,2019-06-21 02:00:16+00:00,2019-06-24 00:00:00+00:00,14,PACKAGE_THICK_ENVELOPE,2053,NH,NY,2,1561145100,1561082416,1561334400,14,0
B2C,1153,1.0,2018-02-10 18:02:00+00:00,0,0.0,3,5,33174,53110,6,16.0,1,2018-02-09 19:19:03+00:00,2018-02-13 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2054,WI,FL,2,1518285720,1518203943,1518480000,4,1
B2C,8715,1.0,2018-10-23 22:11:00+00:00,0,0.0,3,5,21207,06492,8,16.0,1,2018-10-23 02:06:49+00:00,2018-10-25 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2055,CT,MD,3,1540332660,1540260409,1540425600,8,1
B2C,2455,2.0,2018-11-30 22:00:00+00:00,0,1.5,3,5,61108,71447,10,10.99,1,2018-11-30 01:07:38+00:00,2018-12-06 00:00:00+00:00,7,PACKAGE_THICK_ENVELOPE,2056,LA,IL,5,1543615200,1543540058,1544054400,7,2
B2C,21,1.0,2018-01-15 19:15:13+00:00,0,0.0,3,5,92345,77036,2,11.95,1,2018-01-15 04:18:40+00:00,2018-01-19 00:00:00+00:00,10,PACKAGE_THICK_ENVELOPE,2057,TX,CA,3,1516043713,1515989920,1516320000,10,1
B2C,2532,1.0,2019-04-01 18:30:00+00:00,0,1.61,3,5,48382,23228,9,7.95,1,2019-03-31 20:09:14+00:00,2019-04-04 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2058,VA,MI,3,1554143400,1554062954,1554336000,4,1
B2C,145119,2.0,2018-07-07 14:39:00+00:00,0,3.0,3,5,34668,68104,3,48.95,1,2018-07-06 18:29:17+00:00,2018-07-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2059,NE,FL,1,1530974340,1530901757,1531094400,8,2
B2C,16161,1.0,2018-07-14 00:37:00+00:00,0,0.0,3,5,72753,32927,0,20.99,1,2018-07-12 16:26:36+00:00,2018-07-16 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,2060,FL,AR,2,1531528620,1531412796,1531699200,12,1
B2C,1629,3.0,2018-07-24 15:07:00+00:00,0,0.0,3,5,528000,79106,0,17.19,1,2018-07-20 23:35:11+00:00,2018-07-28 00:00:00+00:00,0,LETTER,2061,TX,-1,6,1532444820,1532129711,1532736000,8,3
B2C,8046,1.0,2018-03-21 23:16:00+00:00,4,0.0,2,9,92507,93550,3,46.99,1,2018-03-20 05:54:21+00:00,2018-03-23 00:00:00+00:00,0,LETTER,2062,CA,CA,4,1521674160,1521525261,1521763200,8,1
C2C,697905,1.0,2018-02-09 21:00:00+00:00,3,0.0,2,8,28801,11746,14,15.95,1,2018-02-09 01:09:08+00:00,2018-02-12 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2063,NY,NC,2,1518210000,1518138548,1518393600,32,1
B2C,69445,2.0,2018-05-25 01:29:00+00:00,2,18.62,2,9,39046,76103,9,59.99,1,2018-05-24 18:45:12+00:00,2018-05-26 00:00:00+00:00,240,PACKAGE_THICK_ENVELOPE,2064,TX,MS,2,1527211740,1527187512,1527292800,240,2
B2C,3765,1.0,2018-01-09 20:19:00+00:00,1,9.95,2,5,32114,84720,1,29.95,1,2018-01-08 21:59:33+00:00,2018-01-13 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,2065,UT,FL,5,1515529140,1515448773,1515801600,16,1
B2C,21117,1.0,2019-09-20 21:06:00+00:00,0,3.0,3,5,89012,78040,9,8.0,1,2019-09-19 20:17:04+00:00,2019-09-23 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2066,TX,NV,2,1569013560,1568924224,1569196800,8,1
C2C,610672,2.0,2018-01-17 04:27:00+00:00,1,7.6,2,5,60174,50613,10,8.99,1,2018-01-14 17:13:18+00:00,2018-01-18 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2067,IA,IL,2,1516163220,1515949998,1516233600,32,2
B2C,1813,1.0,2018-04-23 19:11:00+00:00,0,0.0,3,5,37129,01436,10,7.99,1,2018-04-22 13:12:33+00:00,2018-04-25 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,2068,MA,TN,2,1524510660,1524402753,1524614400,5,1
B2C,1358,1.0,2018-03-06 22:10:00+00:00,2,0.0,2,9,08512,40330,1,89.5,1,2018-03-05 13:18:27+00:00,2018-03-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2069,KY,NJ,4,1520374200,1520255907,1520553600,8,1
B2C,69571,2.0,2018-08-17 22:18:00+00:00,0,0.0,3,5,92507,44052,5,13.99,1,2018-08-16 21:15:53+00:00,2018-08-20 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2070,OH,CA,2,1534544280,1534454153,1534723200,3,2
B2C,143486,1.0,2019-05-28 15:30:00+00:00,2,0.0,2,9,33178,55421,2,8.5,1,2019-05-25 15:31:04+00:00,2019-05-31 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2071,MN,FL,3,1559057400,1558798264,1559260800,8,1
B2C,11601,1.0,2018-05-09 03:41:00+00:00,0,0.0,3,5,213138,36446,1,15.85,1,2018-05-07 10:58:30+00:00,2018-05-10 00:00:00+00:00,16,LETTER,2072,AL,-1,3,1525837260,1525690710,1525910400,16,1
B2C,27602,1.0,2018-03-26 20:45:00+00:00,9,0.0,2,5,34238-5664,74426,10,45.99,1,2018-03-25 14:33:43+00:00,2018-03-28 00:00:00+00:00,400,PACKAGE_THICK_ENVELOPE,2073,OK,-1,2,1522097100,1521988423,1522195200,400,1
B2C,10295,1.0,2018-05-02 22:31:00+00:00,0,0.0,3,5,11021,97007,9,25.95,1,2018-05-01 05:47:01+00:00,2018-05-04 00:00:00+00:00,2,PACKAGE_THICK_ENVELOPE,2074,OR,NY,3,1525300260,1525153621,1525392000,2,1
C2C,211274,2.0,2019-03-12 20:20:00+00:00,3,0.0,2,8,19125,30153,14,25.0,1,2019-03-10 16:44:50+00:00,2019-03-15 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,2075,GA,PA,4,1552422000,1552236290,1552608000,16,2
C2C,132160,,2018-03-26 20:28:00+00:00,0,0.0,3,5,74075,98110,0,19.99,1,2018-03-24 04:16:37+00:00,2018-03-28 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,2076,WA,OK,3,1522096080,1521864997,1522195200,13,1
B2C,67278,3.0,2018-06-21 18:27:00+00:00,0,0.0,3,5,07054,08106,7,19.99,1,2018-06-20 12:10:52+00:00,2018-06-23 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2077,NJ,NJ,3,1529605620,1529496652,1529712000,8,3
B2C,1151,3.0,2018-03-10 11:08:00+00:00,3,3.98,2,8,22033,70003,14,8.97,1,2018-03-09 20:03:48+00:00,2018-03-12 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2078,LA,VA,1,1520680080,1520625828,1520812800,8,3
B2C,435,1.0,2018-01-04 23:55:00+00:00,0,0.0,3,5,94107,80634,5,5.95,1,2018-01-03 22:17:43+00:00,2018-01-08 00:00:00+00:00,0,LETTER,2079,CO,CA,3,1515110100,1515017863,1515369600,8,1
B2C,1813,1.0,2019-04-25 01:52:00+00:00,0,0.0,3,5,37129,41301,10,39.99,1,2019-04-12 04:42:28+00:00,2019-04-29 00:00:00+00:00,15,PACKAGE_THICK_ENVELOPE,2080,KY,TN,12,1556157120,1555044148,1556496000,15,1
B2C,12773,1.0,2018-03-09 01:45:00+00:00,0,0.0,3,5,11223,14052,5,32.99,1,2018-03-08 00:06:40+00:00,2018-03-10 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2081,NY,NY,3,1520559900,1520467600,1520640000,8,1
B2C,8920,2.0,2018-02-03 14:46:00+00:00,0,0.0,3,5,19609,65802,12,12.99,1,2018-02-02 23:49:27+00:00,2018-02-07 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2082,MO,PA,3,1517669160,1517615367,1517961600,4,2
B2C,137944,1.0,2018-06-28 16:43:00+00:00,0,3.75,3,5,92660,03103,0,6.0,1,2018-06-28 11:30:07+00:00,2018-06-30 00:00:00+00:00,9,LARGE_PACKAGE,2083,NH,CA,2,1530204180,1530185407,1530316800,9,1
B2C,1023,5.0,2018-01-22 22:22:00+00:00,3,0.0,2,8,08512,75050,5,6.99,1,2018-01-20 17:30:51+00:00,2018-01-25 00:00:00+00:00,0,NONE,2084,TX,NJ,3,1516659720,1516469451,1516838400,8,5
B2C,1023,3.0,2018-03-14 23:20:00+00:00,0,0.0,3,5,41094,78521,5,6.99,1,2018-03-13 22:38:16+00:00,2018-03-19 00:00:00+00:00,0,NONE,2085,TX,KY,4,1521069600,1520980696,1521417600,8,3
B2C,638,1.0,2018-05-25 16:56:00+00:00,0,0.0,3,5,19343,15120,23,6.98,1,2018-05-25 01:19:37+00:00,2018-05-29 00:00:00+00:00,0,LETTER,2086,PA,PA,2,1527267360,1527211177,1527552000,8,1
C2C,1677891,,2018-10-02 23:16:00+00:00,3,0.0,2,8,82001,60195,14,19.95,1,2018-09-30 04:43:11+00:00,2018-10-06 00:00:00+00:00,48,PACKAGE_THICK_ENVELOPE,2087,IL,WY,5,1538522160,1538282591,1538784000,48,1
C2C,4211710,3.0,2018-01-05 20:35:00+00:00,1,8.65,2,5,46321,20878,0,15.0,1,2018-01-05 04:04:15+00:00,2018-01-08 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2088,MD,IN,2,1515184500,1515125055,1515369600,32,3
C2C,706918,2.0,2018-04-19 19:55:00+00:00,0,3.5,3,5,72756,32935,4,4.99,1,2018-04-10 19:08:36+00:00,2018-04-23 00:00:00+00:00,2,PACKAGE_THICK_ENVELOPE,2089,FL,AR,9,1524167700,1523387316,1524441600,2,2
B2C,9048,2.0,2019-01-31 10:28:00+00:00,0,4.39,3,5,50073,51439,4,14.95,1,2019-01-30 14:46:07+00:00,2019-01-31 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2090,IA,IA,1,1548930480,1548859567,1548892800,8,2
B2C,39439,1.0,2018-04-21 04:11:00+00:00,0,0.0,3,5,89129,03104,3,13.04,1,2018-04-20 10:02:08+00:00,2018-04-23 00:00:00+00:00,11,PACKAGE_THICK_ENVELOPE,2091,NH,NV,1,1524283860,1524218528,1524441600,11,1
B2C,12331,5.0,2018-02-12 16:56:00+00:00,0,2.65,3,5,30041,33435,1,9.75,1,2018-02-10 06:12:25+00:00,2018-02-15 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2092,FL,GA,3,1518454560,1518243145,1518652800,3,5
B2C,336,0.0,2018-12-04 20:43:00+00:00,2,0.0,2,9,11729,08028,15,4.95,1,2018-12-04 00:19:44+00:00,2018-12-06 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2093,NJ,NY,3,1543956180,1543882784,1544054400,8,0
B2C,19420,1.0,2019-03-15 13:54:00+00:00,9,0.0,2,5,15938,29624,10,25.99,1,2019-03-14 22:52:08+00:00,2019-03-18 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,2094,SC,PA,2,1552658040,1552603928,1552867200,5,1
B2C,2622,5.0,2018-03-14 03:48:00+00:00,0,3.75,3,5,92604,31091,10,4.5,1,2018-03-11 18:45:22+00:00,2018-03-17 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,2095,GA,CA,5,1520999280,1520793922,1521244800,5,5
B2C,2342,1.0,2018-11-23 22:16:00+00:00,0,0.0,3,5,33166,02723,1,48.32,1,2018-11-21 20:30:45+00:00,2018-12-01 00:00:00+00:00,10,NONE,2096,MA,FL,7,1543011360,1542832245,1543622400,10,1
B2C,4128,1.0,2018-07-09 20:12:00+00:00,0,0.0,3,5,27106,21216,12,15.99,1,2018-07-06 23:36:32+00:00,2018-07-11 00:00:00+00:00,6,PACKAGE_THICK_ENVELOPE,2097,MD,NC,3,1531167120,1530920192,1531267200,6,1
C2C,123554,0.0,2018-10-25 05:03:00+00:00,0,0.0,3,5,44319,79761,7,9.99,1,2018-10-23 23:38:01+00:00,2018-10-29 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2098,TX,OH,4,1540443780,1540337881,1540771200,3,0
B2C,6221,2.0,2019-10-04 23:50:00+00:00,1,0.0,2,5,07036,53583,9,19.0,1,2019-10-03 16:34:57+00:00,2019-10-07 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2099,WI,NJ,2,1570233000,1570120497,1570406400,32,2
B2C,4675,3.0,2018-07-31 01:25:00+00:00,0,0.0,3,5,11208-5304,53538,2,10.82,1,2018-07-26 16:37:03+00:00,2018-08-03 00:00:00+00:00,0,NONE,2100,WI,-1,6,1533000300,1532623023,1533254400,8,3
B2C,2622,3.0,2018-01-26 05:23:00+00:00,0,3.75,3,5,92604,92071,10,9.5,1,2018-01-25 15:30:20+00:00,2018-01-27 00:00:00+00:00,7,PACKAGE_THICK_ENVELOPE,2101,CA,CA,2,1516944180,1516894220,1517011200,7,3
B2C,11396,1.0,2018-07-31 01:14:00+00:00,0,0.0,3,5,95132,92833,2,7.58,1,2018-07-29 03:18:59+00:00,2018-08-01 00:00:00+00:00,0,LETTER,2102,CA,CA,2,1532999640,1532834339,1533081600,8,1
B2C,8046,1.0,2018-06-12 00:10:00+00:00,0,0.0,3,5,92507,94107,11,6.87,1,2018-06-09 20:05:52+00:00,2018-06-16 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2103,CA,CA,5,1528762200,1528574752,1529107200,4,1
B2C,1777,1.0,2019-03-27 20:40:00+00:00,0,0.0,3,5,07647,60432,0,18.19,1,2019-03-26 18:57:59+00:00,2019-04-01 00:00:00+00:00,7,PACKAGE_THICK_ENVELOPE,2104,IL,NJ,4,1553719200,1553626679,1554076800,7,1
B2C,16181,5.0,2018-08-08 07:32:00+00:00,0,3.99,3,5,89113,74501,0,24.99,1,2018-08-04 06:29:25+00:00,2018-08-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2105,OK,NV,4,1533713520,1533364165,1533772800,8,5
B2C,549,1.0,2018-09-11 02:41:00+00:00,0,0.0,3,5,90048,76031,2,39.9,1,2018-09-09 19:21:02+00:00,2018-09-17 00:00:00+00:00,12,LETTER,2106,TX,CA,5,1536633660,1536520862,1537142400,12,1
B2C,33168,2.0,2018-07-17 23:25:00+00:00,1,10.65,2,5,75038,19804,27,18.99,1,2018-07-16 19:31:05+00:00,2018-07-19 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2107,DE,TX,3,1531869900,1531769465,1531958400,32,2
B2C,4472,1.0,2018-05-02 23:15:00+00:00,0,0.0,3,5,58203,33021,5,6.99,1,2018-05-02 14:35:41+00:00,2018-05-04 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2108,FL,ND,2,1525302900,1525271741,1525392000,4,1
B2C,11396,1.0,2018-05-16 21:47:00+00:00,0,0.0,3,5,95132,27909,8,13.26,1,2018-05-16 01:49:42+00:00,2018-05-19 00:00:00+00:00,0,NONE,2109,NC,CA,4,1526507220,1526435382,1526688000,8,1
B2C,6030,1.0,2018-06-22 21:17:00+00:00,0,2.99,3,5,33180,11433,0,16.99,1,2018-06-21 23:59:15+00:00,2018-06-25 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,2110,NY,FL,2,1529702220,1529625555,1529884800,16,1
B2C,12808,2.0,2018-04-03 22:59:00+00:00,1,0.0,2,5,49504,80503,10,27.5,1,2018-04-02 21:53:40+00:00,2018-04-05 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2111,CO,MI,3,1522796340,1522706020,1522886400,8,2
B2C,12808,2.0,2018-04-04 22:34:00+00:00,1,0.0,2,5,49504,32423,10,19.47,1,2018-04-04 14:54:17+00:00,2018-04-07 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2112,FL,MI,3,1522881240,1522853657,1523059200,8,2
B2C,65921,1.0,2019-01-28 18:30:00+00:00,0,5.4,3,5,70448,11795,26,7.99,1,2019-01-27 18:53:26+00:00,2019-01-30 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,2113,NY,LA,2,1548700200,1548615206,1548806400,12,1
B2C,6840,1.0,2018-11-27 00:57:00+00:00,0,0.0,3,5,99005,87113,10,8.5,1,2018-11-26 03:04:59+00:00,2018-11-29 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2114,NM,WA,3,1543280220,1543201499,1543449600,8,1
B2C,2507,0.0,2018-01-16 21:58:00+00:00,0,0.0,3,5,33065,33126,5,4.88,5,2018-01-15 02:29:00+00:00,2018-01-24 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2115,FL,FL,6,1516139880,1515983340,1516752000,8,0
B2C,1130,1.0,2019-06-20 19:18:00+00:00,0,4.0,3,5,64081,78610,1,17.99,1,2019-06-19 17:09:26+00:00,2019-06-22 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,2116,TX,MO,3,1561058280,1560964166,1561161600,8,1
B2C,8975,1.0,2019-02-20 02:20:00+00:00,0,0.0,3,5,782460328,93458,2,14.95,1,2019-02-19 00:31:20+00:00,2019-02-23 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2117,CA,-1,4,1550629200,1550536280,1550880000,8,1
B2C,8975,1.0,2018-04-10 00:33:00+00:00,0,0.0,3,5,782460328,55045,2,13.95,5,2018-04-07 20:24:52+00:00,2018-04-11 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2118,MN,-1,2,1523320380,1523132692,1523404800,8,1
B2C,666,3.0,2018-08-04 15:06:00+00:00,0,3.6,3,5,510655,45240,0,4.85,2,2018-08-01 12:07:23+00:00,2018-08-10 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2119,OH,-1,7,1533395160,1533125243,1533859200,8,3
B2C,63,0.0,2018-04-05 16:31:56+00:00,0,0.0,3,5,07727,30625,1,5.93,1,2018-04-05 01:34:11+00:00,2018-04-11 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2120,GA,NJ,5,1522945916,1522892051,1523404800,3,0
B2C,12808,2.0,2018-06-30 01:45:00+00:00,0,0.0,3,5,49504,42413,10,10.77,1,2018-06-27 23:45:42+00:00,2018-07-02 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2121,KY,MI,3,1530323100,1530143142,1530489600,8,2
B2C,2093,1.0,2018-05-11 22:08:00+00:00,8,12.0,2,5,913241801,63118,13,29.0,2,2018-05-11 00:50:25+00:00,2018-05-13 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2122,MO,-1,2,1526076480,1525999825,1526169600,8,1
B2C,48581,1.0,2019-05-13 13:18:00+00:00,2,0.0,2,9,34208,70775,13,16.99,1,2019-05-10 15:27:27+00:00,2019-05-16 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,2123,LA,FL,4,1557753480,1557502047,1557964800,8,1
B2C,1168,0.0,2018-07-23 23:27:00+00:00,1,0.0,2,5,37218,59840,1,69.99,1,2018-07-23 18:16:14+00:00,2018-07-26 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2124,MT,TN,3,1532388420,1532369774,1532563200,32,0
B2C,9794,1.0,2018-07-06 03:22:00+00:00,0,3.5,3,5,43528,80211,3,7.99,1,2018-07-05 04:32:37+00:00,2018-07-09 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,2125,CO,OH,2,1530847320,1530765157,1531094400,3,1
B2C,13625,1.0,2019-10-16 19:31:00+00:00,1,0.0,2,5,02717,64068,1,39.99,1,2019-10-15 23:09:10+00:00,2019-10-18 00:00:00+00:00,48,PACKAGE_THICK_ENVELOPE,2126,MO,MA,3,1571254260,1571180950,1571356800,48,1
B2C,214,0.0,2018-10-01 19:17:00+00:00,0,0.0,3,5,33496,33971,10,16.99,1,2018-10-01 01:12:32+00:00,2018-10-05 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,2127,FL,FL,4,1538421420,1538356352,1538697600,13,0
B2C,214,0.0,2019-10-01 20:00:00+00:00,0,0.0,3,5,33496,62301,10,13.69,1,2019-10-01 12:26:09+00:00,2019-10-03 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,2128,IL,FL,2,1569960000,1569932769,1570060800,13,0
B2C,6650,1.0,2019-05-29 19:37:00+00:00,0,0.0,3,5,47715,95661,29,16.95,1,2019-05-29 11:31:22+00:00,2019-05-31 00:00:00+00:00,11,PACKAGE_THICK_ENVELOPE,2129,CA,IN,2,1559158620,1559129482,1559260800,11,1
C2C,106489,1.0,2018-02-28 14:14:00+00:00,0,0.0,3,5,29611,45238,13,15.5,1,2018-02-28 00:30:28+00:00,2018-03-02 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,2130,OH,SC,3,1519827240,1519777828,1519948800,4,1
C2C,45893,1.0,2018-01-30 02:02:00+00:00,2,9.46,2,9,78744,48116,0,43.99,1,2018-01-29 13:53:41+00:00,2018-02-01 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,2131,MI,TX,3,1517277720,1517234021,1517443200,32,1
B2C,7937,1.0,2018-07-16 17:38:00+00:00,0,0.0,3,5,44805,70403,10,19.85,1,2018-07-15 12:47:48+00:00,2018-07-19 00:00:00+00:00,0,LETTER,2132,LA,OH,3,1531762680,1531658868,1531958400,8,1
